imdb_top_words.genre,imdb_top_words.word,imdb_top_words.count,imdb_top_words.sentiment
Biography,lot,915,2.1803278688524594
Biography,music,913,2.3888280394304493
Biography,fact,894,2.03579418344519
Biography,role,884,2.497737556561086
Biography,long,875,1.7622857142857145
Biography,young,872,2.4495412844036695
Biography,part,858,2.2937062937062933
Biography,book,848,1.8514150943396226
Biography,thing,828,1.7149758454106276
Biography,times,822,2.3868613138686134
Biography,things,815,2.354601226993865
Biography,big,803,2.0747198007471983
Biography,american,801,2.082397003745318
Biography,actors,791,2.1137800252844503
Biography,show,774,2.2118863049095605
Biography,oscar,773,2.6015523932729625
Comedy,good,17437,1.3962264150943398
Comedy,time,13159,1.3771563188692149
Comedy,funny,12698,1.0515041738856512
Comedy,great,11564,2.393203043929436
Comedy,story,11545,1.5572975313988744
Comedy,comedy,11194,1.4088797570126852
Comedy,love,9979,2.0410862811905
Comedy,people,9377,1.3341153887170734
Comedy,characters,8540,1.2829039812646368
Comedy,make,8377,0.917750984839441
Comedy,character,8367,1.1673240109955776
Comedy,life,8067,1.8216189413660588
Comedy,made,7620,1.0835958005249342
Comedy,watch,7510,1.4022636484687085
Comedy,bad,7179,0.027301852625713607
Comedy,end,6849,1.1971090670170828
Comedy,back,6389,1.528408201596494
Comedy,plot,6226,0.7030195952457436
Comedy,lot,5526,1.6739051755338403
Comedy,man,5475,1.4562557077625566
Comedy,family,5444,1.6050698016164588
Comedy,scene,5276,1.2122820318423049
Comedy,thought,5267,1.1927093221947977
Comedy,find,5208,1.3819124423963132
Comedy,fun,4920,1.8605691056910567
Comedy,watching,4881,0.8936693300553165
Comedy,cast,4839,1.4717916924984502
Comedy,years,4831,1.7282136203684537
Comedy,big,4653,1.2600472813238772
Comedy,thing,4581,0.8308229644182497
Comedy,part,4535,1.412348401323043
Comedy,things,4439,1.488173011939626
Comedy,scenes,4438,1.2410995944118977
Comedy,show,4409,1.5461555908369249
Comedy,real,4384,1.4434306569343063
Comedy,makes,4358,1.5927030748049562
Comedy,pretty,4340,1.0755760368663596
Comedy,work,4265,1.334583821805393
Comedy,kids,4156,1.0656881616939362
Comedy,guy,4035,0.9534076827757128
Comedy,world,3981,1.7329816628987693
Comedy,acting,3931,1.0638514372933097
Comedy,plays,3824,1.5214435146443517
Comedy,bit,3788,1.4456177402323123
Comedy,humor,3641,1.2944246086240048
Comedy,original,3614,1.271444382955174
Comedy,actors,3590,1.041225626740947
Comedy,give,3567,1.038407625455565
Comedy,friends,3549,1.5745280360664973
Comedy,girl,3527,1.0932804082789902
Crime,good,10860,1.271731123388582
Crime,story,7634,1.4850668063924548
Crime,time,7249,1.2914884811698162
Crime,great,6820,2.2809384164222877
Crime,character,5768,1.2888349514563107
Crime,people,5549,1.279149396287619
Crime,action,5450,1.62605504587156
Crime,bad,5162,0.07632700503680745
Crime,plot,4588,0.6584568439407148
Crime,make,4424,0.9484629294755873
Crime,characters,4273,1.3264685232857474
Crime,made,4249,1.0661332078136034
Crime,end,4183,1.2517332058331343
Crime,watch,3943,1.2538676134922646
Crime,man,3941,1.709972088302461
Crime,life,3685,1.7563093622795112
Crime,scene,3641,1.3545729195276026
Crime,acting,3395,1.087187039764359
Crime,scenes,3242,1.32140653917335
Crime,back,3137,1.4341727765380936
Crime,love,2926,1.8790157211209841
Crime,lot,2924,1.6699726402188784
Crime,thought,2835,1.2634920634920634
Crime,watching,2778,0.93016558675306
Crime,director,2750,1.2916363636363632
Crime,cast,2695,1.561410018552876
Crime,guy,2685,0.6785847299813783
Crime,real,2653,1.5989445910290234
Crime,part,2590,1.531274131274131
Crime,find,2541,1.4911452184179455
Crime,makes,2535,1.5767258382642995
Crime,big,2523,1.1006738010305188
Crime,years,2500,1.7080000000000002
Crime,work,2493,1.42719614921781
Crime,funny,2446,1.2763695829926407
Crime,pretty,2436,1.1912972085385878
Crime,things,2422,1.2803468208092488
Crime,thing,2421,0.9487814952498965
Crime,actors,2418,1.1770057899090158
Crime,money,2245,0.5322939866369714
Crime,comedy,2234,1.5143240823634736
Crime,plays,2225,1.6813483146067414
Crime,job,2196,1.9417122040072856
Crime,role,2153,1.7324663260566648
Crime,police,2146,1.3928238583410995
Crime,show,2108,1.4269449715370017
Crime,ending,2057,1.2771025765678168
Crime,bit,2017,1.5399107585523053
Crime,crime,1983,1.9238527483610692
Crime,point,1979,0.8858009095502783
Documentary,people,686,2.1793002915451893
Documentary,documentary,628,2.2197452229299364
Documentary,food,381,3.2519685039370074
Documentary,time,337,2.198813056379822
Documentary,good,332,1.9156626506024095
Documentary,moore,287,1.487804878048781
Documentary,make,283,2.2932862190812724
Documentary,michael,278,2.4820143884892083
Documentary,life,251,2.4621513944223103
Documentary,made,247,2.0688259109311744
Documentary,world,227,2.3039647577092515
Documentary,great,197,2.8934010152284264
Documentary,watch,189,2.037037037037037
Documentary,lot,187,2.385026737967914
Documentary,story,181,2.2983425414364644
Documentary,show,180,1.5166666666666666
Documentary,years,175,2.3771428571428572
Documentary,man,169,1.9822485207100593
Documentary,love,163,2.3987730061349692
Documentary,music,161,3.136645962732919
Documentary,thing,158,1.5632911392405067
Documentary,point,154,1.3766233766233764
Documentary,things,148,2.6959459459459456
Documentary,health,145,2.6206896551724137
Documentary,watching,140,2.1428571428571432
Documentary,end,140,1.878571428571429
Documentary,work,138,2.4057971014492754
Documentary,jackass,137,1.6861313868613141
Documentary,fact,136,1.7279411764705879
Documentary,american,133,2.3458646616541357
Documentary,care,133,2.3533834586466167
Documentary,funny,131,2.2900763358778624
Documentary,real,130,2.223076923076923
Documentary,feel,129,2.829457364341085
Documentary,bad,128,1.375
Documentary,part,126,2.412698412698413
Documentary,back,125,2.056
Documentary,makes,123,2.3414634146341466
Documentary,give,122,1.8196721311475406
Documentary,penguins,121,2.7272727272727275
Documentary,big,120,2.1083333333333334
Documentary,money,114,1.9561403508771926
Documentary,day,110,2.3636363636363633
Documentary,year,110,2.1363636363636367
Documentary,system,110,2.6090909090909093
Documentary,thought,108,2.0
Documentary,fan,107,2.6074766355140184
Documentary,interesting,106,1.8962264150943398
Documentary,shows,105,2.9142857142857146
Documentary,scenes,105,2.276190476190476
Drama,story,28494,1.708815891064786
Drama,good,27993,1.3309041546100815
Drama,time,22624,1.6133309759547387
Drama,people,19441,1.5206522298235692
Drama,great,18917,2.3091399270497437
Drama,life,17883,2.2066208130626856
Drama,love,15521,2.1800141743444366
Drama,character,15397,1.426511658115217
Drama,make,13515,1.1472438031816496
Drama,characters,13223,1.3909854042199195
Drama,made,13108,1.4274488861763812
Drama,end,12976,1.3471794081381008
Drama,watch,11720,1.4760238907849832
Drama,man,11643,1.9074980675083744
Drama,bad,10716,-9.331840238893108E-4
Drama,plot,10062,0.5949115483999208
Drama,acting,9838,1.2771904858711123
Drama,scene,9459,1.4712971772914685
Drama,back,9147,1.617032906964032
Drama,real,9094,1.7808445128656256
Drama,years,8997,1.941536067578082
Drama,watching,8986,1.0872468283997332
Drama,scenes,8668,1.3459852330410707
Drama,thought,8504,1.4154515522107243
Drama,world,8356,2.139899473432264
Drama,lot,8016,1.7216816367265473
Drama,book,8001,1.2493438320209975
Drama,director,7957,1.5383938670353148
Drama,things,7810,1.6026888604353395
Drama,family,7652,1.993727130162049
Drama,thing,7602,1.0630097342804525
Drama,makes,7533,1.900836320191159
Drama,feel,7459,1.8298699557581442
Drama,part,7289,1.68363287145013
Drama,find,7244,1.658199889563777
Drama,work,7002,1.7197943444730077
Drama,young,6748,2.1178126852400707
Drama,show,6744,1.6930604982206408
Drama,cast,6714,1.840780458742925
Drama,actors,6629,1.3952330668275756
Drama,long,6468,1.3385899814471243
Drama,big,6393,1.3702487095260443
Drama,ending,6329,1.3355980407647339
Drama,fact,6275,1.3443824701195215
Drama,point,6250,1.0579200000000002
Drama,action,6244,1.6483023702754647
Drama,war,6190,2.208400646203554
Drama,true,6112,2.162303664921466
Drama,give,6054,1.2165510406342914
Drama,job,5969,2.166527056458368
Family,good,6153,1.5711035267349258
Family,story,5947,1.7403732974609047
Family,time,4332,1.5330101569713754
Family,great,4131,2.4555797627693057
Family,characters,3366,1.3395721925133692
Family,kids,3267,1.0321395775941227
Family,book,3093,0.3747171031361134
Family,love,3075,2.4595121951219516
Family,family,2963,1.899088761390483
Family,made,2778,1.2048236141108708
Family,make,2717,1.013617960986382
Family,watch,2639,1.6612353164077298
Family,people,2585,1.5636363636363635
Family,life,2376,2.1081649831649836
Family,back,2357,1.6304624522698346
Family,bad,2347,-0.00852151682999569
Family,animation,2284,1.9610332749562174
Family,funny,2270,1.3299559471365638
Family,character,2221,1.2350292660963529
Family,plot,2213,0.5616809760506101
Family,children,2173,1.4196962724344226
Family,end,2149,1.2550023266635648
Family,disney,2089,1.8712302537099088
Family,world,2032,1.8139763779527556
Family,animated,1966,2.0554425228891153
Family,thought,1863,1.4278046162104134
Family,lot,1785,1.753501400560224
Family,things,1781,1.312745648512072
Family,find,1755,1.5589743589743588
Family,years,1739,2.2288671650373777
Family,fun,1681,1.979773944080904
Family,big,1634,1.3421052631578947
Family,watching,1628,1.4434889434889433
Family,thing,1616,0.9721534653465342
Family,part,1556,1.5655526992287916
Family,original,1510,1.3675496688741724
Family,young,1472,1.9313858695652177
Family,scene,1458,1.2133058984910834
Family,read,1444,0.5484764542936285
Family,pretty,1436,1.2318941504178271
Family,year,1383,1.5256688358640638
Family,show,1379,1.305293691080493
Family,bit,1352,1.7307692307692308
Family,loved,1351,2.772020725388601
Family,real,1318,1.5720789074355084
Family,makes,1308,1.6544342507645258
Family,scenes,1288,1.283385093167702
Family,man,1258,1.6987281399046106
Family,home,1219,1.822805578342904
Family,give,1195,1.214225941422594
Fantasy,good,9863,1.2524586839703948
Fantasy,story,9133,1.276688930252929
Fantasy,time,7721,1.2933557829296722
Fantasy,great,6422,2.135160386172532
Fantasy,book,4809,0.30567685589519655
Fantasy,characters,4734,1.0363329108576256
Fantasy,love,4725,2.093544973544973
Fantasy,people,4680,1.148717948717949
Fantasy,made,4637,0.8102221263748115
Fantasy,bad,4322,-0.25034706154558073
Fantasy,make,4176,0.6652298850574709
Fantasy,watch,3921,1.22749298648304
Fantasy,character,3864,1.0618530020703938
Fantasy,back,3799,1.3350881811002893
Fantasy,plot,3621,0.35073184203258734
Fantasy,life,3607,1.883836983642917
Fantasy,end,3544,1.0671557562076748
Fantasy,thought,3013,1.095585794888815
Fantasy,world,3003,1.623043623043623
Fantasy,action,2874,1.4523312456506607
Fantasy,things,2860,1.0
Fantasy,lot,2840,1.4897887323943664
Fantasy,original,2829,1.1682573347472607
Fantasy,scene,2817,1.0390486332978348
Fantasy,scenes,2740,1.0364963503649633
Fantasy,years,2718,1.6320824135393668
Fantasy,watching,2703,0.7639659637439884
Fantasy,part,2667,1.2444694413198354
Fantasy,thing,2649,0.7153642884107212
Fantasy,read,2523,0.35592548553309555
Fantasy,acting,2466,0.6399026763990268
Fantasy,effects,2438,1.0709598031173089
Fantasy,series,2413,0.7811852465810194
Fantasy,pretty,2387,0.947633012149141
Fantasy,funny,2387,1.2957687473816506
Fantasy,find,2347,1.3485300383468255
Fantasy,family,2340,1.6965811965811968
Fantasy,man,2273,1.4601847778266608
Fantasy,big,2173,0.9001380579843534
Fantasy,makes,2135,1.4238875878220139
Fantasy,horror,2133,1.4388185654008439
Fantasy,real,2070,1.3207729468599032
Fantasy,bit,1997,1.6790185277916878
Fantasy,fun,1996,1.8051102204408815
Fantasy,give,1976,0.9964574898785425
Fantasy,fan,1964,0.710285132382892
Fantasy,loved,1953,2.5207373271889404
Fantasy,show,1952,1.367315573770492
Fantasy,kids,1942,1.192584963954686
Fantasy,special,1930,1.0611398963730574
Film-noir,rebecca,77,3.3766233766233764
Film-noir,hitchcock,75,3.173333333333334
Film-noir,mrs,65,3.23076923076923
Film-noir,welles,62,2.258064516129032
Film-noir,great,59,3.5593220338983045
Film-noir,story,58,2.9655172413793105
Film-noir,time,51,3.1568627450980387
Film-noir,plot,48,2.729166666666667
Film-noir,good,47,2.6808510638297873
Film-noir,character,45,3.022222222222222
Film-noir,de,41,3.463414634146341
Film-noir,maxim,40,2.325
Film-noir,monroe,40,2.575
Film-noir,niagara,38,2.3421052631578947
Film-noir,made,37,2.027027027027027
Film-noir,danvers,37,3.3243243243243246
Film-noir,wife,37,2.3513513513513518
Film-noir,lost,34,3.4117647058823533
Film-noir,fontaine,33,3.424242424242424
Film-noir,lady,33,2.6969696969696972
Film-noir,falls,33,2.333333333333333
Film-noir,weekend,33,3.6363636363636367
Film-noir,winter,32,3.5
Film-noir,wilder,32,3.71875
Film-noir,people,32,3.28125
Film-noir,marilyn,32,2.71875
Film-noir,picture,32,3.46875
Film-noir,hitchcocks,31,3.161290322580646
Film-noir,joan,31,3.806451612903226
Film-noir,don,30,4.0
Film-noir,michael,30,2.3666666666666663
Film-noir,orson,30,2.3
Film-noir,young,30,3.133333333333333
Film-noir,scene,30,2.0666666666666664
Film-noir,alcoholism,29,3.7586206896551726
Film-noir,love,28,2.7857142857142856
Film-noir,life,27,3.518518518518519
Film-noir,performance,26,3.73076923076923
Film-noir,peck,26,2.153846153846154
Film-noir,beautiful,26,2.4615384615384617
Film-noir,milland,26,3.9615384615384617
Film-noir,dr,25,2.08
Film-noir,lot,25,2.16
Film-noir,shanghai,25,2.7199999999999998
Film-noir,characters,25,3.4800000000000004
Film-noir,make,25,1.92
Film-noir,years,24,3.291666666666666
Film-noir,ray,24,3.708333333333334
Film-noir,man,24,2.916666666666667
Film-noir,woman,23,2.8695652173913047
Game-show,love,6,-3.5
Game-show,show,5,-4.0
Game-show,seasons,4,-3.25
Game-show,bachelor,4,-1.75
Game-show,real,4,-4.0
Game-show,life,3,-4.0
Game-show,guy,3,-4.0
Game-show,hot,3,-4.0
Game-show,season,3,-3.0
Game-show,girls,3,-4.0
Game-show,mention,2,-4.0
Game-show,weeks,2,-4.0
Game-show,find,2,-2.5
Game-show,breaking,2,-4.0
Game-show,people,2,-4.0
Game-show,beautiful,2,-4.0
Game-show,watch,2,-2.5
Game-show,times,2,-4.0
Game-show,sex,2,-4.0
Game-show,house,2,-4.0
Game-show,basically,2,-4.0
Game-show,tv,1,-4.0
Game-show,bachelorette,1,-4.0
Game-show,single,1,-4.0
Game-show,simultaneously,1,-4.0
Game-show,borderline,1,-4.0
Game-show,shallowest,1,-4.0
Game-show,shallow,1,-4.0
Game-show,bunch,1,-4.0
Game-show,reality,1,-4.0
Game-show,sitting,1,-1.0
Game-show,couple,1,-4.0
Game-show,potential,1,-4.0
Game-show,past,1,-4.0
Game-show,note,1,-4.0
Game-show,drain,1,-4.0
Game-show,missing,1,-1.0
Game-show,tells,1,-4.0
Game-show,mentally,1,-4.0
Game-show,make,1,-4.0
Game-show,dump,1,-4.0
Game-show,eliminate,1,-4.0
Game-show,lead,1,-4.0
Game-show,ends,1,-4.0
Game-show,entertainment,1,-4.0
Game-show,kisses,1,-4.0
Game-show,wings,1,-1.0
Game-show,finished,1,-4.0
Game-show,week,1,-4.0
Game-show,jump,1,-4.0
History,story,2828,2.1874115983026874
History,good,2100,1.677142857142857
History,people,2025,2.362962962962963
History,time,1963,2.1981660723382577
History,great,1734,2.526528258362168
History,war,1693,2.4973419964559955
History,life,1430,2.395804195804196
History,made,1278,2.1791862284820027
History,history,1237,2.123686337914309
History,make,1106,1.7594936708860756
History,world,1000,2.479
History,character,989,2.0586450960566225
History,man,980,2.3408163265306126
History,years,977,2.3623336745138177
History,scenes,955,1.6994764397905762
History,real,941,2.0903294367693945
History,love,939,2.143769968051118
History,end,913,2.0087623220153343
History,characters,903,1.709856035437431
History,watch,872,1.9415137614678901
History,true,862,2.474477958236659
History,director,775,2.063225806451613
History,scene,769,1.7672301690507153
History,based,754,2.363395225464191
History,historical,752,1.6635638297872344
History,acting,750,1.9026666666666667
History,watching,742,1.691374663072776
History,american,734,1.9414168937329697
History,back,733,2.09549795361528
History,bad,708,0.22881355932203373
History,long,684,1.7982456140350873
History,fact,664,1.908132530120482
History,feel,652,2.322085889570552
History,part,650,2.212307692307692
History,lot,642,2.2445482866043616
History,thought,636,2.099056603773585
History,events,618,2.1278317152103563
History,john,603,2.1227197346600333
History,makes,596,2.5151006711409396
History,king,575,2.460869565217391
History,thing,567,1.594356261022928
History,actors,563,1.8650088809946714
History,men,561,2.45632798573975
History,action,542,1.952029520295203
History,big,535,2.0130841121495324
History,cast,534,2.466292134831461
History,battle,532,1.8684210526315788
History,role,531,2.451977401129944
History,point,523,1.8661567877629066
History,work,521,2.3531669865642995
Horror,good,9790,0.7421859039836569
Horror,horror,9643,1.014310899097791
Horror,time,6276,0.3870299553855956
Horror,story,5969,0.6664432903333894
Horror,people,5856,0.38131830601092886
Horror,great,4818,1.699252801992528
Horror,bad,4599,-0.6616655794737989
Horror,made,4248,0.27636534839924654
Horror,make,4206,0.0168806466951974
Horror,end,3941,0.26693732555189076
Horror,watch,3904,0.49282786885245944
Horror,characters,3873,0.3338497288923312
Horror,plot,3751,-0.0951746201013064
Horror,back,3364,0.69500594530321
Horror,original,3343,0.7406521088842357
Horror,thought,3150,0.7161904761904765
Horror,scary,3130,0.2607028753993612
Horror,thing,2964,0.16194331983805643
Horror,character,2962,0.5378122889939227
Horror,acting,2898,0.16321601104209815
Horror,scene,2877,0.6079249217935345
Horror,part,2864,0.7367318435754191
Horror,watching,2817,0.06496272630457955
Horror,pretty,2805,0.5689839572192517
Horror,lot,2772,1.0537518037518039
Horror,scenes,2654,0.696307460437076
Horror,ending,2638,0.4541319181197876
Horror,things,2637,0.5650360257868794
Horror,dead,2608,1.0003834355828225
Horror,love,2456,1.5859120521172638
Horror,series,2390,0.8753138075313807
Horror,find,2357,0.7865931268561734
Horror,house,2164,0.41543438077634054
Horror,years,2151,0.9781496978149695
Horror,real,2109,0.7505926979611193
Horror,give,2090,0.22966507177033524
Horror,girl,2060,0.2655339805825241
Horror,effects,2023,0.6134453781512601
Horror,director,2020,0.40891089108910883
Horror,evil,2004,1.1132734530938126
Horror,life,1989,0.40070387129210694
Horror,makes,1964,0.8233197556008145
Horror,bit,1930,0.9466321243523312
Horror,found,1903,0.46820809248554873
Horror,man,1898,0.7855637513171763
Horror,fact,1862,0.40601503759398483
Horror,sequel,1816,0.7356828193832596
Horror,minutes,1796,-0.9716035634743871
Horror,zombie,1791,1.027917364600782
Horror,night,1773,0.856739988719684
Music,music,2132,2.1857410881801123
Music,good,1749,1.6855345911949682
Music,story,1478,1.8971583220568338
Music,great,1427,2.6215837421163277
Music,time,1382,1.7995658465991315
Music,life,1182,2.4475465313028764
Music,love,1095,2.548858447488584
Music,people,1034,2.020309477756286
Music,made,858,1.5734265734265733
Music,make,845,1.4946745562130177
Music,character,770,1.488311688311688
Music,watch,760,1.7171052631578947
Music,characters,739,1.442489851150203
Music,musical,729,1.869684499314129
Music,end,692,1.5794797687861273
Music,bad,675,0.2948148148148144
Music,show,642,1.5669781931464177
Music,back,610,1.9508196721311473
Music,real,587,2.0851788756388414
Music,songs,577,2.1837088388214907
Music,scene,573,1.8935427574171033
Music,band,571,1.8931698774080559
Music,dance,566,1.2809187279151946
Music,school,559,1.0769230769230766
Music,big,549,1.6575591985428053
Music,lot,536,2.0205223880597014
Music,rock,534,2.3838951310861427
Music,funny,531,1.5875706214689265
Music,plot,522,0.6973180076628349
Music,acting,516,1.195736434108527
Music,years,516,1.9806201550387597
Music,watching,512,1.404296875
Music,song,505,1.792079207920792
Music,thing,503,1.071570576540755
Music,thought,502,1.7788844621513942
Music,young,487,1.7761806981519506
Music,part,484,1.8181818181818183
Music,world,478,2.102510460251046
Music,things,475,1.8589473684210525
Music,find,463,1.8401727861771056
Music,scenes,461,1.7114967462039044
Music,high,447,0.9821029082774047
Music,fan,447,2.1297539149888145
Music,girl,437,1.0480549199084672
Music,man,437,1.97254004576659
Music,cast,437,2.2013729977116707
Music,performance,435,2.2091954022988505
Music,singing,429,1.8205128205128203
Music,makes,423,1.8463356973995273
Music,work,410,2.0146341463414634
Musical,musical,1203,1.9966749792186205
Musical,good,1082,1.805914972273568
Musical,story,1014,2.176528599605523
Musical,love,980,2.8928571428571432
Musical,time,947,2.0971488912354808
Musical,great,901,2.79134295227525
Musical,songs,759,2.1146245059288535
Musical,disney,727,2.235213204951857
Musical,music,716,2.276536312849162
Musical,people,625,2.2127999999999997
Musical,characters,587,1.7597955706984667
Musical,show,556,2.1312949640287773
Musical,watch,531,2.146892655367232
Musical,made,518,2.326254826254826
Musical,song,511,2.0273972602739727
Musical,life,490,2.387755102040816
Musical,make,479,1.60125260960334
Musical,years,478,2.48744769874477
Musical,singing,466,1.950643776824034
Musical,back,438,2.2899543378995437
Musical,bad,420,0.4476190476190478
Musical,oogieloves,392,4.8188775510204085
Musical,end,388,1.9716494845360826
Musical,cast,388,2.518041237113402
Musical,original,384,1.822916666666667
Musical,character,379,1.7493403693931402
Musical,plot,371,1.1347708894878705
Musical,musicals,354,2.451977401129944
Musical,stage,345,1.7275362318840584
Musical,animation,344,2.5930232558139537
