twitter_top_words.genre,twitter_top_words.word,twitter_top_words.count,twitter_top_words.sentiment
Musical,communities,110,0.1256563663482666
Musical,family,106,0.33348166717673244
Musical,sing,106,0.9306186325145217
Musical,tangled,103,0.21560873691607446
Musical,road,103,0.39754999494089666
Musical,shit,101,0.399188756352604
Musical,alongside,100,0.2656800031661987
Mystery,time,1644,0.3009581261562578
Mystery,love,1550,0.9150284774361118
Mystery,game,1236,0.40117459120441745
Mystery,back,1227,0.2125380233768146
Mystery,life,1198,0.8277645397415145
Mystery,good,1164,0.8404147642251757
Mystery,year,1116,0.2624942445426538
Mystery,people,1036,0.17889113618738764
Mystery,world,990,0.3349253196984228
Mystery,today,967,0.5171221830798343
Mystery,enjoy,861,0.32966565518152147
Mystery,years,817,0.21310568195534013
Mystery,gremlins,814,0.5075111761872246
Mystery,night,736,0.5097531998636322
Mystery,work,720,0.1737627787515521
Mystery,moon,719,1.009289313921179
Mystery,part,715,0.12645479864147785
Mystery,spider,706,0.2567421284005595
Mystery,terror,691,0.13809102834047354
Mystery,shit,691,-0.07518252839001405
Mystery,dead,678,-0.5350569169831003
Mystery,money,644,0.26848665957761386
Mystery,episode,609,0.4494627456261802
Mystery,times,592,0.44963976362015345
Mystery,thing,584,0.35830969207805313
Mystery,house,583,0.31849737354198
Mystery,black,581,0.13190800109285086
Mystery,show,558,0.43432649425280995
Mystery,happily,555,0.5869151429013089
Mystery,island,547,0.14034841788534272
Mystery,days,539,0.21883876569195893
Mystery,story,538,1.022798089400543
Mystery,great,525,0.33939816157023117
Mystery,perfect,512,0.3126097317726817
Mystery,book,504,0.6762955433112525
Mystery,music,495,0.8691108268920822
Mystery,things,493,0.25866419477407154
Mystery,make,487,0.5566230180694337
Mystery,girl,486,1.0801165225175917
Mystery,season,483,0.8682861097357535
Mystery,home,482,0.38893639635588373
Mystery,city,468,0.42400215569342303
Mystery,character,464,0.38316370244940806
Mystery,place,459,0.42783121113748596
Mystery,eyes,449,0.5721875383022899
Mystery,trump,427,-0.019356443675396313
Mystery,news,422,0.27418574452912214
Mystery,reviews,419,0.5214450744854238
Mystery,famil,405,-0.6243845533441614
Mystery,hell,403,0.006164321618122292
News,syvugyuvvx,14,0.46307001795087543
News,lettuce,8,0.6515562534332275
News,chains,8,1.0787499696016312
News,jzbr,6,1.1581333478291829
News,haha,5,0.5354700088500977
News,food,5,1.544950008392334
News,wrong,5,0.2319899946451187
News,errkymtx,3,1.1251833041508992
News,fytm,3,0.1477999985218048
Reality-tv,fogmqqxkqo,17,0.37221112672020407
Reality-tv,asked,10,0.8995599746704102
Reality-tv,bachelor,9,0.2087666591008504
Reality-tv,announcing,8,0.8586250245571136
Reality-tv,days,8,1.3134750723838806
Reality-tv,lmao,7,0.14616428741386958
Reality-tv,gvmhsgrr,6,0.39712501068909967
Reality-tv,christmasprince,5,0.0
Reality-tv,vdnd,5,-0.009257142432034016
Reality-tv,woul,5,-1.028980016708374
Reality-tv,party,4,0.15259999781847
Reality-tv,eligib,4,1.6658249497413635
Reality-tv,bachelorette,4,0.5478249862790108
Reality-tv,wsdk,3,0.19948333501815796
Romance,good,5081,1.0511420853839244
Romance,time,3712,0.3604425730962499
Romance,love,3208,1.1642417437083405
Romance,year,2611,0.387154942132641
Romance,life,2547,0.8879050089124608
Romance,years,2328,0.36247528373556615
Romance,world,1864,0.5363292013726682
Romance,today,1775,0.5585866973748509
Romance,back,1764,0.24465988065979852
Romance,night,1753,0.7089362411637069
Romance,earth,1751,0.35937568435561373
Romance,people,1674,0.2896339183043479
Romance,work,1551,0.5331826925777298
Romance,story,1508,0.844417228227585
Romance,street,1455,0.17488191527701735
Romance,times,1365,0.5138209029868409
Romance,game,1302,0.40944312647637404
Romance,friday,1267,0.1524799791677034
Romance,days,1237,0.23835457844859953
Romance,mind,1182,1.3372384789886342
Romance,part,1155,0.09844793566579232
Romance,shit,1137,0.2064403607211057
Romance,london,1109,0.19479497280425323
Romance,things,1063,0.46262628422491076
Romance,terror,1023,0.1593834825064022
Romance,weekend,972,0.36302532280178224
Romance,house,937,0.3159996449327138
Romance,girl,907,1.1131414716864105
Romance,find,876,0.8525549047137504
Romance,watch,859,0.4712288531098554
Romance,father,828,0.18652245132387546
Romance,home,823,0.3877125064619474
Romance,make,804,0.6048525938638533
Romance,superman,776,0.3266817042316051
Romance,heart,763,0.8748295761615545
Romance,week,760,0.31359725685692147
Romance,series,757,0.33657409964299106
Romance,thing,743,0.5629133430095252
Romance,careerarc,743,0.39110931842356
Romance,great,722,0.6239289864691341
Romance,deal,712,0.486645343912284
Romance,eyes,712,0.868118472732185
Romance,family,709,0.4674401845157735
Romance,dead,701,-0.45943090261209935
Romance,video,697,0.3678749473912473
Romance,show,693,0.6074649404363457
Romance,live,684,1.2683067950066071
Romance,raise,678,0.5258704295552235
Romance,network,666,0.05591707824318258
Romance,feel,664,0.5785352661532451
Sci-fi,time,2376,0.31368985331557714
Sci-fi,love,2033,1.0286184561171328
Sci-fi,year,1633,0.230157352443294
Sci-fi,life,1561,0.7338809882977371
Sci-fi,good,1493,0.9514534330321133
Sci-fi,world,1267,0.43356018806739705
Sci-fi,people,1246,0.10912050572291232
Sci-fi,years,1226,0.23140592395166942
Sci-fi,back,1221,0.19388212112253753
Sci-fi,today,1194,0.5131289944867019
Sci-fi,mind,1135,1.458644567541614
Sci-fi,part,1034,-0.030438629874321894
Sci-fi,superman,1027,0.3451328553593089
Sci-fi,work,970,0.40575698882187766
Sci-fi,game,878,0.28950323201296957
Sci-fi,apes,845,0.4822307691066223
Sci-fi,moon,836,0.9862073133008902
Sci-fi,road,826,-0.7015172634093365
Sci-fi,night,823,0.4575988359269511
Sci-fi,times,801,0.3916204672599776
Sci-fi,dead,773,-0.488454431517081
Sci-fi,black,751,0.10699598101301294
Sci-fi,shit,713,0.11260275202600853
Sci-fi,terror,677,0.1506688306039334
Sci-fi,show,675,0.5120452267152291
Sci-fi,earth,660,0.3553823242810639
Sci-fi,home,653,0.48076523721765774
Sci-fi,story,653,0.8669435836454629
Sci-fi,heroes,640,0.45831236883532256
Sci-fi,special,622,0.4157502934863713
Sci-fi,soldier,622,0.12740852077674253
Sci-fi,great,608,0.49440347849955096
Sci-fi,runner,599,-0.08094411959035169
Sci-fi,hero,597,1.029020971688793
Sci-fi,park,597,0.11214142493666515
Sci-fi,watch,596,0.3651896287255839
Sci-fi,thing,596,0.49614778851102664
Sci-fi,things,591,0.387793933427475
Sci-fi,news,590,0.2990445178475673
Sci-fi,video,566,0.28996318493156886
Sci-fi,days,565,0.21803457125098305
Sci-fi,laugh,554,0.4695214820682787
Sci-fi,father,551,0.17858491943449378
Sci-fi,series,549,0.17199701210568727
Sci-fi,heart,548,0.9187632236276231
Sci-fi,monsters,544,0.6710323825588121
Sci-fi,city,539,0.4290840448552469
Sci-fi,eyes,525,0.5866758972406387
Sci-fi,trump,522,0.14065344129257276
Sci-fi,woman,511,0.37411747511235705
Short,vessels,43,-1.5259105105732762
Short,vessel,42,0.14377738748277938
Short,zrvl,18,0.6059916814168295
Short,noise,18,0.8251444498697917
Short,steele,18,0.4408394628100925
Short,ahcojskfod,14,-0.14918666865144456
Short,cwqb,12,0.6095999975999197
Short,collapsing,12,0.04332499889036019
Short,decedant,12,0.0
Short,good,11,-0.296404551375996
Short,waiver,11,-0.04835416647520932
Short,tohzr,10,1.0207583904266357
Short,thealoeveracompany,10,-0.1444150060415268
Short,machines,10,0.726187527179718
Short,rule,10,0.018420834094285965
Short,proof,9,-0.5070777734120687
Short,truth,9,1.1691999435424805
Short,work,9,0.576705535252889
Short,riding,9,0.1832999951309628
Short,ireland,8,0.1210937462747097
Short,yesterday,8,0.0
Short,gnwtiuc,8,0.5293937399983406
Short,people,8,0.23486249148845673
Short,sense,8,0.703640878200531
Short,ministering,7,0.7372500215257917
Short,worship,7,0.3734857269695827
Short,sound,7,-0.572735709803445
Short,pqlugrj,7,-0.153742858341762
Short,dark,6,-0.2366214245557785
Short,thei,6,0.7524916529655457
Short,wjicykl,6,1.0810916622479756
Short,father,6,-0.24493334194024402
Short,waters,6,-0.29779165983200073
Short,flow,6,-0.451324979464213
Short,delos,6,0.0
Short,enhietdw,5,0.0
Short,dvhlgcgx,5,0.6036499738693237
Short,part,5,-0.19404999911785126
Short,tradu,5,0.27685999870300293
Short,breaks,5,0.272350013256073
Short,rnpdjnbp,5,0.3423500061035156
Short,love,5,1.3204166889190674
Short,cash,4,0.0
Short,product,4,0.0
Short,face,4,-0.15490000136196613
Short,gifmf,4,0.8251125365495682
Short,kfvjjtrluk,4,0.6492125242948532
Short,nzyizdlypt,4,0.6492125242948532
Short,school,4,0.7651624828577042
Short,cheek,3,0.0
Sport,race,495,-0.24882671086475103
Sport,alive,486,0.6782327355518016
Sport,time,444,0.38367350392781935
Sport,grace,435,0.4731164502686468
Sport,warrior,419,0.48627692645944676
Sport,people,418,-0.06410657361363681
Sport,mary,360,0.3185708257887099
Sport,today,314,0.4921825818575112
Sport,life,312,0.5822429154068232
Sport,year,310,0.2851216504650731
Sport,good,310,0.7941238291635772
Sport,pitch,307,-0.09185439794770281
Sport,radio,305,0.2323981525345904
Sport,bull,277,-0.3092389846967015
Sport,reality,275,0.5156970284201882
Sport,australia,255,0.40830250347361846
Sport,games,247,0.6072127610927651
Sport,creed,244,0.031260736897343495
Sport,city,241,0.2890116245296486
Sport,cars,237,-0.005352793866571998
Sport,months,236,0.6958192858403012
Sport,rocky,234,-0.5855684154308759
Sport,love,226,0.8997776260418175
Sport,week,225,-0.12195860540701284
Sport,days,214,0.3237904733586534
Sport,hour,212,-0.08283969577191011
Sport,game,210,0.47384457999751683
Sport,show,206,0.37589753571065887
Sport,miracle,201,1.1395771586479833
Sport,galvanize,200,-0.2750999927520752
Sport,cloudy,198,0.11455202352895279
Sport,years,197,0.28963478991222863
Sport,back,196,0.15965669254335213
Sport,rush,195,-0.15477826045109674
Sport,temple,189,0.24275000133211652
Sport,story,189,0.7658612176224038
Sport,family,182,0.2559930798444119
Sport,gedwu,176,1.1607499556107954
Sport,alien,174,-0.282141943087523
Sport,street,172,0.5423292319485268
Sport,california,171,0.13182476947182103
Sport,resid,171,-0.4800055319802803
Sport,mindset,170,-0.28262789109173947
Sport,happen,167,0.6248544549156806
Sport,world,165,0.4999674612825567
Sport,county,165,0.17891818431742262
Sport,country,165,0.2758557526394725
Sport,racer,159,0.02395534524752659
Sport,league,151,0.2572374514593983
Sport,side,149,-0.2834516843693368
Thriller,time,2692,0.2793470963615686
Thriller,love,2573,0.9738992580552532
Thriller,good,2448,0.8901338242800918
Thriller,life,2147,0.7947349038563277
Thriller,year,2107,0.29643692283068557
Thriller,today,2056,0.45658494766207286
Thriller,back,2011,0.20479993431582078
Thriller,game,1947,0.3146521117716155
Thriller,world,1837,0.31989954474753973
Thriller,years,1747,0.23772570209148
Thriller,people,1652,0.14251083535870612
Thriller,made,1543,0.455897769088569
Thriller,night,1530,0.44156872610762427
Thriller,money,1475,0.20554607948761874
Thriller,story,1286,0.9418046948953328
Thriller,times,1234,0.3970602659185567
Thriller,enjoy,1202,0.3123790821596707
Thriller,part,1188,0.07459968539356232
Thriller,work,1141,0.18011089239684142
Thriller,days,1134,0.23158851201191044
Thriller,street,1119,0.2456417306591827
Thriller,dead,1117,-0.5981167709419876
Thriller,hard,1102,0.3861655701567062
Thriller,shit,1100,-0.08791033437539061
Thriller,road,1047,-0.5004640263990066
Thriller,great,1028,0.35775509923841475
Thriller,house,1023,0.2490810061944239
Thriller,terror,1022,0.14256012932180542
Thriller,mind,954,1.0091463188956582
Thriller,happily,909,0.567465846491332
Thriller,monsters,909,0.5635094628295358
Thriller,book,904,0.7461476547280903
Thriller,series,900,0.3395935933002167
Thriller,trump,886,-0.021332310634595814
Thriller,music,883,0.8534652759170208
Thriller,news,877,0.1532015932284236
Thriller,show,861,0.4830652802455716
Thriller,make,846,0.6603067660655817
Thriller,video,841,0.18398016626978742
Thriller,watch,836,0.39377066932676275
Thriller,week,818,0.12725351009435934
Thriller,things,816,0.2715509325521542
Thriller,gremlins,814,0.5075111761872246
Thriller,episode,807,0.5602371826758689
Thriller,october,798,0.33141877063384334
Thriller,country,782,0.3615013060286222
Thriller,alive,782,0.5639670373838577
Thriller,spider,769,0.2813337799476554
Thriller,park,760,0.17728110250869866
Thriller,city,759,0.43609295882117766
War,good,3254,1.0982251773601523
War,earth,1114,0.32884904255344793
War,road,590,-1.1790926714064711
War,time,505,0.7693796692655819
War,game,332,0.30229252325483114
War,times,323,0.5938635034134883
War,life,312,1.0170750589205477
War,love,289,1.496354061014512
War,luck,286,1.0975297514375273
War,night,286,1.3694789859798404
War,people,283,0.6076233957765802
War,bull,282,-0.011137587592956867
War,laugh,264,0.5620943055008397
War,year,246,0.7756750091410629
War,australia,232,0.3510837077066816
War,years,217,0.40374742056916935
War,world,214,0.5435278465063964
War,dress,207,0.6370436425370295
War,today,207,0.8594283044050282
War,fury,207,-0.7846586255059727
War,recovere,204,-0.07889166766521977
War,sniper,199,0.058144976305377544
War,morning,198,1.188504851677201
War,heaven,188,1.4440104809213192
War,things,183,0.8348551726406389
War,work,180,0.9076954970757166
War,great,172,0.8815135720164278
War,resid,171,-0.4800055319802803
War,watch,170,0.750228196820792
War,ryan,170,0.2565176346722771
War,shit,169,0.5841978326351684
War,series,168,0.3684435944472041
War,back,163,0.42210548953296034
War,suede,162,-0.15137500233120388
War,hunting,159,1.4141989653965212
War,goat,155,-0.27818355829485003
War,days,153,0.7240356105604983
War,trump,153,0.3234570154469777
War,lincoln,149,0.3697933606653406
War,locker,147,-0.3024180263889079
War,join,144,-0.03338819576634301
War,make,142,0.849516125212253
War,thing,139,0.9867911716159299
War,publication,136,0.8921062245088465
War,book,131,0.7979299278773424
War,line,131,0.34775916287917213
War,hard,127,0.6734267484367363
War,acbhq,126,0.6535571718972827
War,girl,124,1.1179173245064673
War,july,124,0.2822197673301543
Western,west,299,0.18271732464881246
Western,society,222,0.5483416823653487
Western,unchained,162,-1.1732019024130738
Western,ranger,154,-0.17821493860963103
Western,ford,143,-0.6579541909944762
Western,grit,129,0.13104999712271284
Western,tombstone,104,0.0024802885645140824
Western,hateful,94,-2.0160213176240314
Western,december,85,0.2976870606927311
Western,enjoy,84,0.17325455234164283
Western,valance,79,-0.5904721232909191
Western,release,78,0.39596923841879916
Western,river,73,0.6666242430777582
Western,working,72,-1.0188000069724188
Western,reel,72,0.3092583351665073
Western,revenant,70,0.018291426556450982
Western,login,70,0.7631399972098214
Western,saddles,68,0.7102970767985373
Western,noon,68,0.22383088136420531
Western,duel,62,-0.10724194588199738
Western,town,57,0.04060614004469754
Western,suede,54,-0.15137500233120388
Western,westerns,54,-0.10253518750822102
Western,barbecue,52,-0.23934616492344782
Western,appaloosa,52,0.3052874941092271
Western,zorro,50,0.3846609950065613
Western,wagon,48,0.058500003069639206
Western,horse,47,0.3020950343380583
Western,forsaken,46,0.1597131594367649
Western,good,45,1.160821086830563
Western,turtles,44,0.09225454520095477
Western,time,43,0.08100242808807728
Western,drifter,42,0.2872976234980992
Western,hunter,42,-0.2978187515622093
Western,years,41,0.16414377747512446
Western,aure,40,0.534974992275238
Western,ouverture,40,0.0
Western,range,39,0.25779999983616364
Western,mcquade,38,-0.6162868675432707
Western,sundance,37,-0.38633249901436467
Western,rider,36,-0.0632583349943161
Western,komt,36,0.6178124745686849
Western,earp,36,0.1100055542257097
Western,ready,36,-0.43275554974873864
Western,whisperer,35,-0.11768142666135516
Western,ribbon,35,0.057187144245420186
Western,tracker,35,0.3257671424320766
Western,horses,35,0.7768548343862807
Western,jonah,35,-0.5402028560638428
Western,guns,34,1.2273293503505343
