twitter_top_words.genre,twitter_top_words.word,twitter_top_words.count,twitter_top_words.sentiment
Fantasy,christmas,389,0.6243510341755375
Fantasy,things,386,0.5523726603720781
Fantasy,find,380,0.7435593559945884
Fantasy,bride,380,0.11413365333818978
Fantasy,series,375,0.4128292092680931
Fantasy,times,365,0.5265453976311095
Fantasy,list,362,0.36553505339881004
Fantasy,early,360,0.36821917071938515
Fantasy,place,359,0.5556540093631134
Fantasy,panther,354,0.16545446547495443
Fantasy,dead,349,-0.4887688066443444
Fantasy,girl,348,0.9037453415750086
Film-noir,plot,60,-0.38988248507181805
Film-noir,shanghai,54,0.6914685390613696
Film-noir,rebecca,53,0.12322028852858632
Film-noir,beth,42,0.5295428775605702
Film-noir,dstvmvca,41,0.45689193213858253
Film-noir,greatest,36,0.9088333447774251
Film-noir,ybggwmc,34,0.2793073478867026
Film-noir,hospital,31,0.1925516128540039
Film-noir,book,28,1.127696463039943
Film-noir,iyjf,24,0.6847333411375682
Film-noir,fdugg,24,0.07678333049019177
Film-noir,stirring,22,0.2513846213167364
Film-noir,times,18,-0.0702215400007036
Film-noir,screening,18,0.7401833269331191
Film-noir,submerged,17,0.31919412753161264
Film-noir,waiting,15,0.7163767019907634
Film-noir,gyes,15,0.8795433044433594
Film-noir,welles,15,0.7554500102996826
Film-noir,chapter,14,0.5390321356909615
Film-noir,deal,14,0.4233166575431824
Film-noir,burn,13,0.4483153728338388
Film-noir,ctwxchrk,13,0.25510384486271787
Film-noir,love,13,1.2116500047536995
Film-noir,insurrection,13,0.5022999873528113
Film-noir,spellbound,13,0.5546961380885197
Film-noir,wxor,12,0.3987843791643778
Film-noir,laughed,12,0.718708336353302
Film-noir,wire,12,0.39180832604567206
Film-noir,wdyyvz,12,0.9860499699910481
Film-noir,thisisus,12,0.39149999618530273
Film-noir,godspeed,12,0.14654582987229028
Film-noir,cheers,11,0.48365002328699286
Film-noir,prejudice,11,0.7682708176699551
Film-noir,unneccessary,11,0.8082454312931407
Film-noir,realise,11,0.6500817970796064
Film-noir,gvicvrzieo,10,0.5345199704170227
Film-noir,aahabvhjnw,10,0.7103149890899658
Film-noir,oven,10,0.40228500962257385
Film-noir,jokvhq,10,0.6991750001907349
Film-noir,tour,10,-0.20215000212192535
Film-noir,mvrocaa,10,0.09213999658823013
Film-noir,hocke,10,0.012524999678134918
Film-noir,oymrgv,10,0.6312800049781799
Film-noir,aekrlcmfjh,9,0.6510333220163982
Film-noir,reason,9,0.017727271964152653
Film-noir,twin,9,0.26883333921432495
Film-noir,bachelorette,9,0.19579999976687962
Film-noir,inside,9,0.7032541433970134
Film-noir,fallen,9,-0.6097722053527832
Film-noir,canada,8,0.18334999680519104
Game-show,fogmqqxkqo,17,0.37221112672020407
Game-show,asked,10,0.8995599746704102
Game-show,bachelor,9,0.2087666591008504
Game-show,days,8,1.3134750723838806
Game-show,announcing,8,0.8586250245571136
Game-show,lmao,7,0.14616428741386958
Game-show,gvmhsgrr,6,0.39712501068909967
Game-show,christmasprince,5,0.0
Game-show,woul,5,-1.028980016708374
Game-show,vdnd,5,-0.009257142432034016
Game-show,bachelorette,4,0.5478249862790108
Game-show,party,4,0.15259999781847
Game-show,eligib,4,1.6658249497413635
Game-show,wsdk,3,0.19948333501815796
History,sniper,199,0.058144976305377544
History,miracle,191,1.0818403553588227
History,life,188,1.0392041417195443
History,mary,180,0.3185708257887099
History,lincoln,146,0.3773918543776421
History,bull,142,0.1536035201918911
History,locker,142,-0.29652535075872716
History,fargo,139,0.18921173304962596
History,ghnagnwgre,138,-0.2948130472846653
History,dissolved,136,0.15323125264223883
History,heaven,135,1.8078572661788375
History,bobby,132,0.02115514242287838
History,things,126,0.05485341071136414
History,milk,122,0.8470299204841989
History,thirty,122,0.08365942806494041
History,spot,121,-0.04247685871279437
History,butler,117,0.11641153922447792
History,games,110,0.7827782427722757
History,spotlight,109,-0.004229071216845731
History,slave,108,0.017397221591737535
History,uofm,108,0.17627692884869045
History,osalp,108,0.6580166463498716
History,ford,107,-0.9783705595497773
History,deba,104,0.6453499885705802
History,back,104,0.030027661750164743
History,mississippi,101,0.14417176789576464
History,street,99,0.7375217099307162
History,years,99,0.21595094522291966
History,hercules,96,0.7279666761557262
History,bridge,93,0.42564515144594256
History,sign,89,0.4752948310937774
History,zodiac,87,0.38597931807068575
History,good,85,0.35889044929953184
History,series,84,0.38367915543771924
History,enjoy,84,0.17325455234164283
History,beloved,81,1.063064439797107
History,screenwr,81,0.4176833305829837
History,brothers,80,0.1571437530219555
History,destinat,80,0.4702399969100952
History,tibet,79,0.2526480336732502
History,days,79,0.3045188060289697
History,downfall,79,-0.4293069658400137
History,tombstone,79,-8.500000179002558E-4
History,golden,79,0.9729360477833808
History,jones,77,1.0910487174987793
History,head,76,0.495643160845104
History,time,76,0.3763686086198217
History,arabia,76,-0.07520855085826234
History,number,75,0.6535583337148031
History,movement,72,0.35337779257032603
Horror,time,907,0.22099874281173504
Horror,love,842,0.9349650791857277
Horror,life,747,0.7846592237033359
Horror,street,700,0.10020192805012422
Horror,year,678,0.3797241812709246
Horror,good,659,0.8274061926421518
Horror,money,630,0.14930859490460346
Horror,darkness,628,0.1551445112949249
Horror,people,621,-0.03834262330927879
Horror,gremlins,553,0.5194430400838042
Horror,back,543,0.1898868417652053
Horror,dead,536,-0.8726976494436889
Horror,shit,512,-0.10185272936723777
Horror,happily,452,0.5603891531978034
Horror,today,447,0.6078922231025343
Horror,night,432,0.17998737466297351
Horror,part,427,-0.015414212481391373
Horror,world,405,0.1602051344507569
Horror,hell,386,-0.0782781713183757
Horror,runner,376,-0.10017283974175757
Horror,house,355,0.2575045196523129
Horror,terror,349,0.17883868733244845
Horror,deal,342,-0.11981380809294549
Horror,times,340,0.4801383027259042
Horror,years,325,0.19801052642556338
Horror,prison,321,-0.7284826439489085
Horror,trump,315,-0.010666534541145203
Horror,grudge,314,-0.2461514346728659
Horror,mewfact,309,0.4574368995370217
Horror,thing,306,0.4620562199186656
Horror,woman,303,0.29312711047690987
Horror,destination,293,0.17912626673337137
Horror,things,292,0.2616254091964499
Horror,work,287,0.37486843200147363
Horror,valentine,285,0.1185370171279238
Horror,devil,282,0.23939951990090363
Horror,game,276,0.313445986942405
Horror,island,273,0.08584220439959794
Horror,fuck,269,-0.17278083316206266
Horror,crimes,269,-0.0871585459071021
Horror,eyes,267,0.6479163915756043
Horror,home,259,0.47274875501350544
Horror,make,256,0.706737166037783
Horror,understand,254,0.5803578317634703
Horror,horror,246,-0.1903105142518757
Horror,massacre,242,0.07056058807806535
Horror,watch,241,0.33715348103358045
Horror,circle,239,0.02531841288176541
Horror,activity,236,0.13546728627138152
Horror,blade,235,-0.34282661752497895
Music,year,700,0.4584122144750186
Music,control,461,-0.046940128482603455
Music,back,412,0.2852281837755796
Music,love,410,1.0425667679164468
Music,time,376,0.24610443887835803
Music,empire,374,0.14832322211826549
Music,terrifying,336,-1.1000856899079823
Music,musical,317,0.27457859143849805
Music,perfect,314,0.3095216505751488
Music,good,313,0.8642057831675862
Music,mind,306,1.7977695454374638
Music,raise,297,0.5154730454839841
Music,years,286,0.5975705846310495
Music,davis,274,0.15639543098254796
Music,sunshine,268,1.2839325595257887
Music,today,243,0.7388451149679507
Music,whiplash,221,-2.4502868997565224
Music,freedom,206,1.0295368861226202
Music,world,199,0.5427700545095918
Music,life,188,0.7395438877667517
Music,clean,180,0.708486795425415
Music,country,177,0.6887171960483163
Music,game,174,0.3753685644538752
Music,times,172,0.583900745178378
Music,work,172,0.7011893149032149
Music,step,168,0.3799989571173986
Music,concert,166,0.5625461095786957
Music,queen,166,0.25202109332544254
Music,groove,164,0.03412317212035017
Music,room,163,0.6311358944541472
Music,people,155,0.2924258307583871
Music,mouth,153,0.3304669942731172
Music,yemen,152,-0.39476874627565084
Music,night,151,0.650132138602781
Music,shit,144,0.03417723294761446
Music,calling,144,1.7676819695366752
Music,wizard,143,1.1637295876349603
Music,road,136,0.4857088252902031
Music,shine,136,1.409679857247016
Music,atlantis,135,0.1362203668665003
Music,nora,133,0.5421285700977297
Music,city,127,0.10129960385833199
Music,music,119,0.6560981386348981
Music,friday,115,-0.1834882607926493
Music,atlas,115,0.5464665371438732
Music,earth,113,0.5762660351738466
Music,honey,111,0.18984730179245407
Music,appearance,110,0.2621500058607622
Music,glass,110,0.4827428229830482
Music,needed,109,0.7666448469555707
Musical,period,374,-0.016429297586175846
Musical,warrior,347,0.412798944742604
Musical,story,294,0.7937052217470546
Musical,hilarious,277,0.8932893930359438
Musical,year,274,0.35376218657423975
Musical,love,264,1.1063616570423949
Musical,musical,258,0.29721272344044014
Musical,furious,254,-0.8077092151942216
Musical,years,254,0.18573173967109421
Musical,life,247,0.5413254287078796
Musical,wizard,236,1.1978611362687612
Musical,upcomin,210,0.17755713916960214
Musical,parents,187,0.2435724238023401
Musical,world,187,0.430721640586853
Musical,time,176,0.3298072212121703
Musical,street,176,0.2623441950841383
Musical,chicago,172,0.1824967251267544
Musical,resid,171,-0.4800055319802803
Musical,apparently,164,0.3498623829062392
Musical,days,161,0.21119030088371374
Musical,vice,153,-0.21939509834339416
Musical,game,152,0.3269026663742567
Musical,music,148,0.9433432144893182
Musical,photos,148,-0.03501655282200994
Musical,trump,144,0.2328656634522809
Musical,good,142,0.6533085565331955
Musical,kazakhstan,140,0.7675589152744838
Musical,themuppets,140,0.2484500067574637
Musical,reason,132,0.8431913184397148
Musical,people,132,0.1559755556059606
Musical,back,130,0.09518886267995605
Musical,today,130,0.5999367512189425
Musical,rent,129,0.10981783386348754
Musical,head,127,0.560964981871327
Musical,learned,126,0.7647428815326994
Musical,frozen,121,-0.8940235445322084
Musical,gritty,120,-0.4264249801635742
Musical,lady,117,0.9756614649907136
Musical,statement,114,0.6763083474677906
Musical,debt,114,0.023975001092542685
Musical,amazon,112,0.33065668606598464
Musical,journa,112,-0.5592812384877887
Musical,genius,110,0.679228200153871
